Time,Voltage,Temp,SOCmin,SOCmax
3.333844643,1.616592527,-10,46.90082645,85.33057851
10.12196356,1.620898947,-10,46.90082645,85.33057851
16.91106158,1.626619517,-10,46.90082645,85.33057851
24.18579453,1.633758808,-10,46.90082645,85.33057851
30.48827851,1.636646508,-10,46.90082645,85.33057851
35.82145083,1.63952507,-10,46.90082645,85.33057851
35.82145083,1.63952507,-10,46.90082645,85.33057851
40.1853115,1.642394494,-10,46.90082645,85.33057851
44.55015127,1.646678068,-10,46.90082645,85.33057851
47.94372118,1.648124202,-10,46.90082645,85.33057851
47.44731612,1.631149826,-10,46.90082645,85.33057851
47.43948329,1.61983662,-10,46.90082645,85.33057851
47.43165047,1.608523415,-10,46.90082645,85.33057851
47.90651528,1.594386478,-10,46.90082645,85.33057851
47.89770335,1.581659122,-10,46.90082645,85.33057851
47.88693322,1.566103465,-10,46.90082645,85.33057851
47.39150726,1.550543239,-10,46.90082645,85.33057851
47.38465354,1.540644184,-10,46.90082645,85.33057851
47.37094611,1.520846075,-10,46.90082645,85.33057851
47.36507149,1.512361171,-10,46.90082645,85.33057851
47.8409154,1.499638385,-10,46.90082645,85.33057851
47.83308257,1.48832518,-10,46.90082645,85.33057851
47.82427065,1.475597824,-10,46.90082645,85.33057851
47.32982379,1.461451748,-10,46.90082645,85.33057851
47.8056677,1.448728962,-10,46.90082645,85.33057851
47.79783488,1.437415756,-10,46.90082645,85.33057851
47.79098116,1.427516702,-10,46.90082645,85.33057851
47.77629462,1.406304442,-10,46.90082645,85.33057851
47.78216923,1.414789346,-10,46.90082645,85.33057851
47.7684618,1.394991237,-10,46.90082645,85.33057851
47.75964987,1.382263881,-10,46.90082645,85.33057851
47.75181705,1.370950676,-10,46.90082645,85.33057851
47.74300513,1.35822332,-10,46.90082645,85.33057851
47.73517231,1.346910115,-10,46.90082645,85.33057851
47.72538128,1.332768609,-10,46.90082645,85.33057851
47.69209179,1.284687487,-10,46.90082645,85.33057851
47.68230076,1.27054598,-10,46.90082645,85.33057851
47.1878539,1.256399905,-10,46.90082645,85.33057851
47.66369781,1.243677118,-10,46.90082645,85.33057851
47.65488589,1.230949762,-10,46.90082645,85.33057851
47.64509486,1.216808256,-10,46.90082645,85.33057851
47.63922024,1.208323352,-10,46.90082645,85.33057851
47.63040832,1.195595996,-10,46.90082645,85.33057851
47.6245337,1.187111092,-10,46.90082645,85.33057851
47.61865909,1.178626188,-10,46.90082645,85.33057851
47.61180537,1.168727134,-10,46.90082645,85.33057851
47.12127492,1.160237661,-10,46.90082645,85.33057851
49.05304452,1.150356883,-10,46.90082645,85.33057851
51.47240725,1.144723126,-10,46.90082645,85.33057851
53.40515595,1.136256499,-10,46.90082645,85.33057851
57.28044438,1.133464751,-10,46.90082645,85.33057851
60.18250474,1.125007262,-10,46.90082645,85.33057851
63.08750241,1.120792225,-10,46.90082645,85.33057851
65.99054187,1.113748886,-10,46.90082645,85.33057851
68.89260223,1.105291397,-10,46.90082645,85.33057851
71.79466258,1.096833908,-10,46.90082645,85.33057851
74.21206711,1.08837185,-10,46.90082645,85.33057851
75.66113909,1.081314804,-10,46.90082645,85.33057851
79.04687617,1.071447734,-10,46.90082645,85.33057851
80.97668757,1.058738655,-10,46.90082645,85.33057851
82.91237357,1.054514479,-10,46.90082645,85.33057851
84.84022676,1.038977099,-10,46.90082645,85.33057851
86.29027784,1.033334204,-10,46.90082645,85.33057851
87.25371488,1.024858438,-10,46.90082645,85.33057851
88.21617282,1.014968522,-10,46.90082645,85.33057851
90.14696331,1.003673593,-10,46.90082645,85.33057851
0.488461096,1.656944444,0,25.41322314,86.57024793
2.973210175,1.659722222,0,25.41322314,86.57024793
5.457959254,1.6625,0,25.41322314,86.57024793
7.942708333,1.665277778,0,25.41322314,86.57024793
11.25474793,1.670833333,0,25.41322314,86.57024793
14.56750691,1.675,0,25.41322314,86.57024793
17.46662063,1.677777778,0,25.41322314,86.57024793
20.77866022,1.683333333,0,25.41322314,86.57024793
24.09213858,1.686111111,0,25.41322314,86.57024793
27.81854282,1.691666667,0,25.41322314,86.57024793
31.13202118,1.694444444,0,25.41322314,86.57024793
34.03041552,1.698611111,0,25.41322314,86.57024793
37.75753913,1.702777778,0,25.41322314,86.57024793
40.65665285,1.705555556,0,25.41322314,86.57024793
43.55576657,1.708333333,0,25.41322314,86.57024793
47.28289019,1.7125,0,25.41322314,86.57024793
51.01001381,1.716666667,0,25.41322314,86.57024793
54.73713743,1.720833333,0,25.41322314,86.57024793
58.04989641,1.725,0,25.41322314,86.57024793
62.19138467,1.729166667,0,25.41322314,86.57024793
65.08977901,1.733333333,0,25.41322314,86.57024793
69.23126727,1.7375,0,25.41322314,86.57024793
72.54402624,1.741666667,0,25.41322314,86.57024793
75.02877532,1.744444444,0,25.41322314,86.57024793
75.03309162,1.736111111,0,25.41322314,86.57024793
75.03956607,1.723611111,0,25.41322314,86.57024793
75.04532113,1.7125,0,25.41322314,86.57024793
75.0510762,1.701388889,0,25.41322314,86.57024793
75.05683126,1.690277778,0,25.41322314,86.57024793
75.06402509,1.676388889,0,25.41322314,86.57024793
75.06906077,1.666666667,0,25.41322314,86.57024793
75.07481584,1.655555556,0,25.41322314,86.57024793
75.0805709,1.644444444,0,25.41322314,86.57024793
75.08776473,1.630555556,0,25.41322314,86.57024793
75.09280041,1.620833333,0,25.41322314,86.57024793
75.10071363,1.605555556,0,25.41322314,86.57024793
75.10790746,1.591666667,0,25.41322314,86.57024793
75.11294314,1.581944444,0,25.41322314,86.57024793
75.1186982,1.570833333,0,25.41322314,86.57024793
75.12589203,1.556944444,0,25.41322314,86.57024793
75.13308587,1.543055556,0,25.41322314,86.57024793
75.13956031,1.530555556,0,25.41322314,86.57024793
75.14891229,1.5125,0,25.41322314,86.57024793
75.15610612,1.498611111,0,25.41322314,86.57024793
75.16329995,1.484722222,0,25.41322314,86.57024793
75.17049378,1.470833333,0,25.41322314,86.57024793
75.178407,1.455555556,0,25.41322314,86.57024793
75.18416206,1.444444444,0,25.41322314,86.57024793
75.18991713,1.433333333,0,25.41322314,86.57024793
75.19711096,1.419444444,0,25.41322314,86.57024793
75.20502417,1.404166667,0,25.41322314,86.57024793
75.21293738,1.388888889,0,25.41322314,86.57024793
75.21797307,1.379166667,0,25.41322314,86.57024793
75.22588628,1.363888889,0,25.41322314,86.57024793
75.23236073,1.351388889,0,25.41322314,86.57024793
75.23955456,1.3375,0,25.41322314,86.57024793
75.24674839,1.323611111,0,25.41322314,86.57024793
75.25250345,1.3125,0,25.41322314,86.57024793
75.26113605,1.295833333,0,25.41322314,86.57024793
75.2676105,1.283333333,0,25.41322314,86.57024793
75.27480433,1.269444444,0,25.41322314,86.57024793
75.28055939,1.258333333,0,25.41322314,86.57024793
76.11432436,1.248611111,0,25.41322314,86.57024793
77.77609922,1.240277778,0,25.41322314,86.57024793
81.09533264,1.231944444,0,25.41322314,86.57024793
84.41240792,1.227777778,0,25.41322314,86.57024793
87.73020258,1.222222222,0,25.41322314,86.57024793
91.04799724,1.216666667,0,25.41322314,86.57024793
94.36651128,1.209722222,0,25.41322314,86.57024793
98.09938996,1.202777778,0,25.41322314,86.57024793
102.2466333,1.195833333,0,25.41322314,86.57024793
105.1507827,1.188888889,0,25.41322314,86.57024793
109.2987454,1.180555556,0,25.41322314,86.57024793
113.4474275,1.170833333,0,25.41322314,86.57024793
117.1817449,1.161111111,0,25.41322314,86.57024793
124.237454,1.138888889,0,25.41322314,86.57024793
127.1437615,1.127777778,0,25.41322314,86.57024793
130.0500691,1.116666667,0,25.41322314,86.57024793
132.5427314,1.104166667,0,25.41322314,86.57024793
134.6203096,1.093055556,0,25.41322314,86.57024793
136.2835233,1.081944444,0,25.41322314,86.57024793
137.948895,1.066666667,0,25.41322314,86.57024793
139.2006215,1.05,0,25.41322314,86.57024793
140.4509093,1.036111111,0,25.41322314,86.57024793
141.2868324,1.022222222,0,25.41322314,86.57024793
142.1234749,1.006944444,0,25.41322314,86.57024793
0.546731123,1.544444444,10,13.2231405,87.19008264
3.442967311,1.552777778,10,13.2231405,87.19008264
6.339203499,1.561111111,10,13.2231405,87.19008264
9.649804328,1.569444444,10,13.2231405,87.19008264
12.96112454,1.576388889,10,13.2231405,87.19008264
16.27172537,1.584722222,10,13.2231405,87.19008264
20.8261395,1.591666667,10,13.2231405,87.19008264
26.20856354,1.6,10,13.2231405,87.19008264
29.93496777,1.605555556,10,13.2231405,87.19008264
33.66065262,1.6125,10,13.2231405,87.19008264
37.38705686,1.618055556,10,13.2231405,87.19008264
41.52782574,1.623611111,10,13.2231405,87.19008264
46.08295925,1.629166667,10,13.2231405,87.19008264
50.63737339,1.636111111,10,13.2231405,87.19008264
54.77814227,1.641666667,10,13.2231405,87.19008264
58.91891114,1.647222222,10,13.2231405,87.19008264
62.64459599,1.654166667,10,13.2231405,87.19008264
67.19901013,1.661111111,10,13.2231405,87.19008264
71.75414365,1.666666667,10,13.2231405,87.19008264
75.89419314,1.673611111,10,13.2231405,87.19008264
80.03496202,1.679166667,10,13.2231405,87.19008264
84.17573089,1.684722222,10,13.2231405,87.19008264
88.31578039,1.691666667,10,13.2231405,87.19008264
92.87019452,1.698611111,10,13.2231405,87.19008264
96.18151473,1.705555556,10,13.2231405,87.19008264
99.49139618,1.715277778,10,13.2231405,87.19008264
103.6314457,1.722222222,10,13.2231405,87.19008264
107.7714952,1.729166667,10,13.2231405,87.19008264
111.49718,1.736111111,10,13.2231405,87.19008264
114.8092196,1.741666667,10,13.2231405,87.19008264
114.8142553,1.731944444,10,13.2231405,87.19008264
114.8221685,1.716666667,10,13.2231405,87.19008264
114.828643,1.704166667,10,13.2231405,87.19008264
114.8336786,1.694444444,10,13.2231405,87.19008264
114.8394337,1.683333333,10,13.2231405,87.19008264
114.8451888,1.672222222,10,13.2231405,87.19008264
114.8509438,1.661111111,10,13.2231405,87.19008264
114.8566989,1.65,10,13.2231405,87.19008264
114.8638927,1.636111111,10,13.2231405,87.19008264
114.8703672,1.623611111,10,13.2231405,87.19008264
114.877561,1.609722222,10,13.2231405,87.19008264
114.8825967,1.6,10,13.2231405,87.19008264
114.8897905,1.586111111,10,13.2231405,87.19008264
114.8969843,1.572222222,10,13.2231405,87.19008264
114.9041782,1.558333333,10,13.2231405,87.19008264
114.9099332,1.547222222,10,13.2231405,87.19008264
114.9171271,1.533333333,10,13.2231405,87.19008264
114.9243209,1.519444444,10,13.2231405,87.19008264
114.930076,1.508333333,10,13.2231405,87.19008264
114.9365504,1.495833333,10,13.2231405,87.19008264
114.9423055,1.484722222,10,13.2231405,87.19008264
114.9487799,1.472222222,10,13.2231405,87.19008264
114.9552544,1.459722222,10,13.2231405,87.19008264
114.9617288,1.447222222,10,13.2231405,87.19008264
114.9689227,1.433333333,10,13.2231405,87.19008264
114.9753971,1.420833333,10,13.2231405,87.19008264
114.9825909,1.406944444,10,13.2231405,87.19008264
114.9890654,1.394444444,10,13.2231405,87.19008264
114.9948204,1.383333333,10,13.2231405,87.19008264
115.0027337,1.368055556,10,13.2231405,87.19008264
116.6659473,1.356944444,10,13.2231405,87.19008264
118.7413674,1.35,10,13.2231405,87.19008264
122.4742461,1.343055556,10,13.2231405,87.19008264
125.7927601,1.336111111,10,13.2231405,87.19008264
129.1112742,1.329166667,10,13.2231405,87.19008264
132.4290688,1.323611111,10,13.2231405,87.19008264
135.7475829,1.316666667,10,13.2231405,87.19008264
139.0660969,1.309722222,10,13.2231405,87.19008264
141.9716851,1.3,10,13.2231405,87.19008264
144.8772733,1.290277778,10,13.2231405,87.19008264
148.6094326,1.284722222,10,13.2231405,87.19008264
152.3423112,1.277777778,10,13.2231405,87.19008264
156.0751899,1.270833333,10,13.2231405,87.19008264
159.8080686,1.263888889,10,13.2231405,87.19008264
164.7847606,1.255555556,10,13.2231405,87.19008264
169.3478073,1.245833333,10,13.2231405,87.19008264
175.1553867,1.233333333,10,13.2231405,87.19008264
180.9622468,1.222222222,10,13.2231405,87.19008264
184.698003,1.209722222,10,13.2231405,87.19008264
187.1899459,1.198611111,10,13.2231405,87.19008264
189.6811694,1.188888889,10,13.2231405,87.19008264
193.8291321,1.180555556,10,13.2231405,87.19008264
196.321075,1.169444444,10,13.2231405,87.19008264
199.2288214,1.155555556,10,13.2231405,87.19008264
201.7229224,1.140277778,10,13.2231405,87.19008264
203.3890136,1.123611111,10,13.2231405,87.19008264
204.6393013,1.109722222,10,13.2231405,87.19008264
205.4737857,1.098611111,10,13.2231405,87.19008264
206.3104282,1.083333333,10,13.2231405,87.19008264
206.7334254,1.066666667,10,13.2231405,87.19008264
207.1564227,1.05,10,13.2231405,87.19008264
207.5772617,1.0375,10,13.2231405,87.19008264
208.0024171,1.016666667,10,13.2231405,87.19008264
-0.391304348,1.129315961,20,12.39669421,90.08264463
1.565217391,1.147557003,20,12.39669421,90.08264463
2.739130435,1.160586319,20,12.39669421,90.08264463
4.695652174,1.168403909,20,12.39669421,90.08264463
6.260869565,1.178827362,20,12.39669421,90.08264463
8.608695652,1.186644951,20,12.39669421,90.08264463
10.95652174,1.199674267,20,12.39669421,90.08264463
13.69565217,1.21009772,20,12.39669421,90.08264463
16.04347826,1.217915309,20,12.39669421,90.08264463
18,1.228338762,20,12.39669421,90.08264463
20.34782609,1.236156352,20,12.39669421,90.08264463
23.86956522,1.246579805,20,12.39669421,90.08264463
27,1.254397394,20,12.39669421,90.08264463
29.34782609,1.262214984,20,12.39669421,90.08264463
31.69565217,1.270032573,20,12.39669421,90.08264463
34.82608696,1.277850163,20,12.39669421,90.08264463
38.34782609,1.288273616,20,12.39669421,90.08264463
41.47826087,1.296091205,20,12.39669421,90.08264463
44.2173913,1.303908795,20,12.39669421,90.08264463
46.56521739,1.309120521,20,12.39669421,90.08264463
49.69565217,1.316938111,20,12.39669421,90.08264463
52.04347826,1.322149837,20,12.39669421,90.08264463
54.39130435,1.329967427,20,12.39669421,90.08264463
57.52173913,1.337785016,20,12.39669421,90.08264463
61.04347826,1.348208469,20,12.39669421,90.08264463
64.56521739,1.356026059,20,12.39669421,90.08264463
67.69565217,1.363843648,20,12.39669421,90.08264463
70.82608696,1.371661238,20,12.39669421,90.08264463
74.34782609,1.382084691,20,12.39669421,90.08264463
77.86956522,1.392508143,20,12.39669421,90.08264463
81,1.400325733,20,12.39669421,90.08264463
84.52173913,1.408143322,20,12.39669421,90.08264463
87.26086957,1.418566775,20,12.39669421,90.08264463
91.17391304,1.428990228,20,12.39669421,90.08264463
93.91304348,1.436807818,20,12.39669421,90.08264463
96.65217391,1.444625407,20,12.39669421,90.08264463
99.39130435,1.45504886,20,12.39669421,90.08264463
102.9130435,1.465472313,20,12.39669421,90.08264463
106.0434783,1.475895765,20,12.39669421,90.08264463
108.7826087,1.486319218,20,12.39669421,90.08264463
112.3043478,1.499348534,20,12.39669421,90.08264463
115.0434783,1.51237785,20,12.39669421,90.08264463
118.173913,1.525407166,20,12.39669421,90.08264463
120.5217391,1.535830619,20,12.39669421,90.08264463
122.8695652,1.546254072,20,12.39669421,90.08264463
124.826087,1.554071661,20,12.39669421,90.08264463
127.173913,1.56970684,20,12.39669421,90.08264463
128.7391304,1.580130293,20,12.39669421,90.08264463
129.9130435,1.58534202,20,12.39669421,90.08264463
129.9130435,1.572312704,20,12.39669421,90.08264463
129.5217391,1.559283388,20,12.39669421,90.08264463
129.5217391,1.546254072,20,12.39669421,90.08264463
129.5217391,1.533224756,20,12.39669421,90.08264463
129.5217391,1.52019544,20,12.39669421,90.08264463
129.5217391,1.504560261,20,12.39669421,90.08264463
129.5217391,1.491530945,20,12.39669421,90.08264463
129.5217391,1.478501629,20,12.39669421,90.08264463
129.5217391,1.46286645,20,12.39669421,90.08264463
129.5217391,1.452442997,20,12.39669421,90.08264463
129.5217391,1.436807818,20,12.39669421,90.08264463
129.5217391,1.423778502,20,12.39669421,90.08264463
129.5217391,1.410749186,20,12.39669421,90.08264463
129.5217391,1.400325733,20,12.39669421,90.08264463
129.5217391,1.38990228,20,12.39669421,90.08264463
129.5217391,1.376872964,20,12.39669421,90.08264463
129.5217391,1.371661238,20,12.39669421,90.08264463
129.5217391,1.358631922,20,12.39669421,90.08264463
129.5217391,1.342996743,20,12.39669421,90.08264463
129.5217391,1.33257329,20,12.39669421,90.08264463
129.5217391,1.319543974,20,12.39669421,90.08264463
129.5217391,1.303908795,20,12.39669421,90.08264463
129.5217391,1.290879479,20,12.39669421,90.08264463
129.5217391,1.272638436,20,12.39669421,90.08264463
129.5217391,1.259609121,20,12.39669421,90.08264463
129.5217391,1.243973941,20,12.39669421,90.08264463
129.5217391,1.230944625,20,12.39669421,90.08264463
129.5217391,1.223127036,20,12.39669421,90.08264463
129.5217391,1.14495114,20,12.39669421,90.08264463
129.5217391,1.134527687,20,12.39669421,90.08264463
129.5217391,1.121498371,20,12.39669421,90.08264463
129.5217391,1.111074919,20,12.39669421,90.08264463
129.9130435,1.027687296,20,12.39669421,90.08264463
129.9130435,1.019869707,20,12.39669421,90.08264463
129.9130435,1.009446254,20,12.39669421,90.08264463
129.9130435,0.999022801,20,12.39669421,90.08264463
129.9130435,0.988599349,20,12.39669421,90.08264463
129.5217391,0.975570033,20,12.39669421,90.08264463
129.5217391,0.959934853,20,12.39669421,90.08264463
129.9130435,0.949511401,20,12.39669421,90.08264463
129.9130435,0.939087948,20,12.39669421,90.08264463
129.9130435,0.926058632,20,12.39669421,90.08264463
129.5217391,0.910423453,20,12.39669421,90.08264463
129.5217391,0.894788274,20,12.39669421,90.08264463
130.6956522,0.879153094,20,12.39669421,90.08264463
132.2608696,0.866123779,20,12.39669421,90.08264463
134.2173913,0.855700326,20,12.39669421,90.08264463
136.173913,0.845276873,20,12.39669421,90.08264463
138.9130435,0.83485342,20,12.39669421,90.08264463
141.6521739,0.824429967,20,12.39669421,90.08264463
144,0.808794788,20,12.39669421,90.08264463
146.7391304,0.800977199,20,12.39669421,90.08264463
149.0869565,0.787947883,20,12.39669421,90.08264463
151.4347826,0.780130293,20,12.39669421,90.08264463
154.173913,0.76970684,20,12.39669421,90.08264463
156.9130435,0.759283388,20,12.39669421,90.08264463
160.4347826,0.748859935,20,12.39669421,90.08264463
163.173913,0.738436482,20,12.39669421,90.08264463
165.1304348,0.730618893,20,12.39669421,90.08264463
167.4782609,0.72019544,20,12.39669421,90.08264463
170.6086957,0.707166124,20,12.39669421,90.08264463
173.3478261,0.699348534,20,12.39669421,90.08264463
176.4782609,0.688925081,20,12.39669421,90.08264463
179.6086957,0.681107492,20,12.39669421,90.08264463
