Temp,Time,SOCmin,SOCmax,Voltage
-10,3.333844643,46.90082645,85.33057851,1.616592527
-10,4.088080078222222,46.90082645,85.33057851,1.617798108861334
-10,4.842315513444444,46.90082645,85.33057851,1.6187398925808927
-10,5.596550948666666,46.90082645,85.33057851,1.6194530319247695
-10,6.350786383888888,46.90082645,85.33057851,1.6199726806590595
-10,7.10502181911111,46.90082645,85.33057851,1.620333992549856
-10,7.8592572543333326,46.90082645,85.33057851,1.6205721213632545
-10,8.613492689555555,46.90082645,85.33057851,1.6207222208653482
-10,9.367728124777777,46.90082645,85.33057851,1.6208194448222317
-10,10.12196356,46.90082645,85.33057851,1.620898947
-10,10.876307784444444,46.90082645,85.33057851,1.6209958980942012
-10,11.630652008888887,46.90082645,85.33057851,1.621145455184234
-10,12.384996233333332,46.90082645,85.33057851,1.6213827872498865
-10,13.139340457777777,46.90082645,85.33057851,1.621743063270948
-10,13.893684682222222,46.90082645,85.33057851,1.6222614522272076
-10,14.648028906666665,46.90082645,85.33057851,1.6229731230984534
-10,15.40237313111111,46.90082645,85.33057851,1.623913244864475
-10,16.156717355555553,46.90082645,85.33057851,1.625116986505061
-10,16.91106158,46.90082645,85.33057851,1.626619517
-10,17.71936524111111,46.90082645,85.33057851,1.628560372925322
-10,18.52766890222222,46.90082645,85.33057851,1.6306835693266477
-10,19.335972563333332,46.90082645,85.33057851,1.6327880029960724
-10,20.144276224444443,46.90082645,85.33057851,1.6346725707256906
-10,20.952579885555554,46.90082645,85.33057851,1.6361361693075969
-10,21.760883546666665,46.90082645,85.33057851,1.636977695533886
-10,22.569187207777777,46.90082645,85.33057851,1.6369960461966535
-10,23.377490868888888,46.90082645,85.33057851,1.635990118087993
-10,24.18579453,46.90082645,85.33057851,1.633758808
-10,24.886070527777775,46.90082645,85.33057851,1.6307960670945565
-10,25.586346525555555,46.90082645,85.33057851,1.6273301251591457
-10,26.28662252333333,46.90082645,85.33057851,1.6239284536845748
-10,26.98689852111111,46.90082645,85.33057851,1.621158524161651
-10,27.687174518888888,46.90082645,85.33057851,1.6195878080811823
-10,28.387450516666668,46.90082645,85.33057851,1.6197837769339756
-10,29.087726514444444,46.90082645,85.33057851,1.622313902210838
-10,29.78800251222222,46.90082645,85.33057851,1.627745655402577
-10,30.48827851,46.90082645,85.33057851,1.636646508
-10,31.080853212222223,46.90082645,85.33057851,1.6469817624534437
-10,31.673427914444446,46.90082645,85.33057851,1.6585891518714606
-10,32.26600261666667,46.90082645,85.33057851,1.6698503954587454
-10,32.85857731888889,46.90082645,85.33057851,1.6791472124199929
-10,33.45115202111111,46.90082645,85.33057851,1.6848613219598987
-10,34.043726723333336,46.90082645,85.33057851,1.6853744432831572
-10,34.63630142555556,46.90082645,85.33057851,1.6790682955944638
-10,35.22887612777778,46.90082645,85.33057851,1.6643245980985129
-10,35.82145083,46.90082645,85.33057851,1.63952507
-10,36.30632423777778,46.90082645,85.33057851,1.6115142625406231
-10,36.791197645555556,46.90082645,85.33057851,1.5801568540274755
-10,37.27607105333333,46.90082645,85.33057851,1.5499224198066301
-10,37.76094446111111,46.90082645,85.33057851,1.5252805352241603
-10,38.24581786888889,46.90082645,85.33057851,1.510700775626139
-10,38.73069127666667,46.90082645,85.33057851,1.5106527163586392
-10,39.215564684444445,46.90082645,85.33057851,1.529605932767734
-10,39.70043809222222,46.90082645,85.33057851,1.5720300001994967
-10,40.1853115,46.90082645,85.33057851,1.642394494
-10,40.67029369666666,46.90082645,85.33057851,1.7415953008569525
-10,41.15527589333333,46.90082645,85.33057851,1.8560889263550777
-10,41.640258089999996,46.90082645,85.33057851,1.968743642413482
-10,42.12524028666667,46.90082645,85.33057851,2.06242772095128
-10,42.61022248333333,46.90082645,85.33057851,2.1200094338875783
-10,43.09520468,46.90082645,85.33057851,2.1243570531414893
-10,43.580186876666666,46.90082645,85.33057851,2.058338850632123
-10,44.06516907333334,46.90082645,85.33057851,1.9048230982785888
-10,44.55015127,46.90082645,85.33057851,1.646678068
-10,44.83583167555555,46.90082645,85.33057851,1.4432915356233322
-10,45.12151208111111,46.90082645,85.33057851,1.2215309476286942
-10,45.407192486666666,46.90082645,85.33057851,1.005271356237964
-10,45.69287289222222,46.90082645,85.33057851,0.8183878136730005
-10,45.97855329777778,46.90082645,85.33057851,0.6847553721556673
-10,46.26423370333333,46.90082645,85.33057851,0.6282490839078366
-10,46.549914108888885,46.90082645,85.33057851,0.6727440011513701
-10,46.835594514444445,46.90082645,85.33057851,0.8421151761081385
-10,47.12127492,46.90082645,85.33057851,1.160237661
-10,47.128672584444445,46.90082645,85.33057851,1.1706627742432598
-10,47.136070248888885,46.90082645,85.33057851,1.1811883837257742
-10,47.14346791333333,46.90082645,85.33057851,1.1917992318308623
-10,47.15086557777778,46.90082645,85.33057851,1.2024800609418143
-10,47.15826324222222,46.90082645,85.33057851,1.2132156134419194
-10,47.165660906666666,46.90082645,85.33057851,1.2239906317144982
-10,47.17305857111111,46.90082645,85.33057851,1.2347898581428396
-10,47.18045623555555,46.90082645,85.33057851,1.2455980351102336
-10,47.1878539,46.90082645,85.33057851,1.256399905
-10,47.20362833222222,46.90082645,85.33057851,1.2793692887137291
-10,47.219402764444446,46.90082645,85.33057851,1.302256096806455
-10,47.23517719666667,46.90082645,85.33057851,1.3250758068011839
-10,47.25095162888889,46.90082645,85.33057851,1.3478438962209232
-10,47.26672606111111,46.90082645,85.33057851,1.3705758425886692
-10,47.28250049333333,46.90082645,85.33057851,1.393287123427449
-10,47.29827492555555,46.90082645,85.33057851,1.4159932162602598
-10,47.314049357777776,46.90082645,85.33057851,1.4387095986101077
-10,47.32982379,46.90082645,85.33057851,1.461451748
-10,47.33374020111111,46.90082645,85.33057851,1.467103756305956
-10,47.33765661222222,46.90082645,85.33057851,1.472757888827439
-10,47.34157302333333,46.90082645,85.33057851,1.4784137274274114
-10,47.345489434444445,46.90082645,85.33057851,1.4840708539688041
-10,47.34940584555555,46.90082645,85.33057851,1.4897288503145483
-10,47.353322256666665,46.90082645,85.33057851,1.495387298327606
-10,47.35723866777778,46.90082645,85.33057851,1.5010457798709078
-10,47.361155078888885,46.90082645,85.33057851,1.506703876807385
-10,47.36507149,46.90082645,85.33057851,1.512361171
-10,47.36572422555555,46.90082645,85.33057851,1.513303948385765
-10,47.36637696111111,46.90082645,85.33057851,1.5142467012615528
-10,47.36702969666666,46.90082645,85.33057851,1.5151894390307832
-10,47.36768243222222,46.90082645,85.33057851,1.516132171096876
-10,47.36833516777778,46.90082645,85.33057851,1.5170749068632623
-10,47.368987903333334,46.90082645,85.33057851,1.5180176557333418
-10,47.36964063888889,46.90082645,85.33057851,1.5189604271105441
-10,47.370293374444444,46.90082645,85.33057851,1.5199032303982902
-10,47.37094611,46.90082645,85.33057851,1.520846075
-10,47.37246915777778,46.90082645,85.33057851,1.5230462184139724
-10,47.37399220555555,46.90082645,85.33057851,1.5252465286026686
